region,rank,A_test,AB_test,A_test_Logical,AB_test_Logical,Zero_Rank
107,2,5e-4,0.0014,FALSE,FALSE,FALSE
108,NA,NA,NA,NA,NA,FALSE
109,NA,NA,NA,NA,NA,FALSE
110,NA,NA,NA,NA,NA,FALSE
111,NA,NA,NA,NA,NA,FALSE
112,NA,NA,NA,NA,NA,FALSE
113,NA,NA,NA,NA,NA,FALSE
114,1,0.4629,NA,TRUE,NA,TRUE
115,1,0.51,NA,TRUE,NA,TRUE
116,NA,NA,NA,NA,NA,FALSE
117,NA,NA,NA,NA,NA,FALSE
118,NA,NA,NA,NA,NA,FALSE
119,NA,NA,NA,NA,NA,FALSE
120,1,0.0021,NA,FALSE,NA,FALSE
121,NA,NA,NA,NA,NA,FALSE
122,NA,NA,NA,NA,NA,FALSE
123,NA,NA,NA,NA,NA,FALSE
124,NA,NA,NA,NA,NA,FALSE
125,NA,NA,NA,NA,NA,FALSE
126,NA,NA,NA,NA,NA,FALSE
127,NA,NA,NA,NA,NA,FALSE
128,NA,NA,NA,NA,NA,FALSE
129,NA,NA,NA,NA,NA,FALSE
130,NA,NA,NA,NA,NA,FALSE
131,NA,NA,NA,NA,NA,FALSE
132,NA,NA,NA,NA,NA,FALSE
133,NA,NA,NA,NA,NA,FALSE
134,NA,NA,NA,NA,NA,FALSE
135,NA,NA,NA,NA,NA,FALSE
136,NA,NA,NA,NA,NA,FALSE
137,1,8e-4,NA,FALSE,NA,FALSE
138,NA,NA,NA,NA,NA,FALSE
139,NA,NA,NA,NA,NA,FALSE
140,NA,NA,NA,NA,NA,FALSE
141,NA,NA,NA,NA,NA,FALSE
142,NA,NA,NA,NA,NA,FALSE
143,NA,NA,NA,NA,NA,FALSE
144,NA,NA,NA,NA,NA,FALSE
145,NA,NA,NA,NA,NA,FALSE
146,NA,NA,NA,NA,NA,FALSE
147,NA,NA,NA,NA,NA,FALSE
148,NA,NA,NA,NA,NA,FALSE
149,NA,NA,NA,NA,NA,FALSE
150,NA,NA,NA,NA,NA,FALSE
151,NA,NA,NA,NA,NA,FALSE
152,NA,NA,NA,NA,NA,FALSE
153,NA,NA,NA,NA,NA,FALSE
154,NA,NA,NA,NA,NA,FALSE
155,NA,NA,NA,NA,NA,FALSE
156,NA,NA,NA,NA,NA,FALSE
157,NA,NA,NA,NA,NA,FALSE
158,2,1e-4,0,FALSE,FALSE,FALSE
159,NA,NA,NA,NA,NA,FALSE
160,NA,NA,NA,NA,NA,FALSE
161,NA,NA,NA,NA,NA,FALSE
162,NA,NA,NA,NA,NA,FALSE
163,NA,NA,NA,NA,NA,FALSE
164,NA,NA,NA,NA,NA,FALSE
165,1,4e-4,NA,FALSE,NA,FALSE
166,NA,NA,NA,NA,NA,FALSE
167,NA,NA,NA,NA,NA,FALSE
168,NA,NA,NA,NA,NA,FALSE
169,NA,NA,NA,NA,NA,FALSE
170,NA,NA,NA,NA,NA,FALSE
171,2,0,1e-4,FALSE,FALSE,FALSE
172,NA,NA,NA,NA,NA,FALSE
173,NA,NA,NA,NA,NA,FALSE
174,2,0.0011,0.004,FALSE,FALSE,FALSE
175,NA,NA,NA,NA,NA,FALSE
176,NA,NA,NA,NA,NA,FALSE
177,NA,NA,NA,NA,NA,FALSE
178,NA,NA,NA,NA,NA,FALSE
179,NA,NA,NA,NA,NA,FALSE
180,NA,NA,NA,NA,NA,FALSE
181,NA,NA,NA,NA,NA,FALSE
182,NA,NA,NA,NA,NA,FALSE
183,NA,NA,NA,NA,NA,FALSE
184,2,0,0.4687,FALSE,TRUE,FALSE
185,NA,NA,NA,NA,NA,FALSE
186,NA,NA,NA,NA,NA,FALSE
187,2,0.0019,3e-4,FALSE,FALSE,FALSE
188,NA,NA,NA,NA,NA,FALSE
189,NA,NA,NA,NA,NA,FALSE
190,NA,NA,NA,NA,NA,FALSE
191,NA,NA,NA,NA,NA,FALSE
192,NA,NA,NA,NA,NA,FALSE
193,NA,NA,NA,NA,NA,FALSE
194,NA,NA,NA,NA,NA,FALSE
195,NA,NA,NA,NA,NA,FALSE
196,NA,NA,NA,NA,NA,FALSE
197,NA,NA,NA,NA,NA,FALSE
198,2,1e-4,0.0096,FALSE,FALSE,FALSE
199,NA,NA,NA,NA,NA,FALSE
200,NA,NA,NA,NA,NA,FALSE
201,NA,NA,NA,NA,NA,FALSE
202,NA,NA,NA,NA,NA,FALSE
203,NA,NA,NA,NA,NA,FALSE
204,NA,NA,NA,NA,NA,FALSE
205,NA,NA,NA,NA,NA,FALSE
206,NA,NA,NA,NA,NA,FALSE
207,NA,NA,NA,NA,NA,FALSE
208,NA,NA,NA,NA,NA,FALSE
209,NA,NA,NA,NA,NA,FALSE
210,NA,NA,NA,NA,NA,FALSE
211,NA,NA,NA,NA,NA,FALSE
212,NA,NA,NA,NA,NA,FALSE
213,NA,NA,NA,NA,NA,FALSE
214,NA,NA,NA,NA,NA,FALSE
215,NA,NA,NA,NA,NA,FALSE
216,NA,NA,NA,NA,NA,FALSE
217,1,4e-4,NA,FALSE,NA,FALSE
218,2,5e-4,0.0019,FALSE,FALSE,FALSE
219,NA,NA,NA,NA,NA,FALSE
220,NA,NA,NA,NA,NA,FALSE
221,NA,NA,NA,NA,NA,FALSE
222,NA,NA,NA,NA,NA,FALSE
223,NA,NA,NA,NA,NA,FALSE
224,NA,NA,NA,NA,NA,FALSE
225,NA,NA,NA,NA,NA,FALSE
226,NA,NA,NA,NA,NA,FALSE
227,NA,NA,NA,NA,NA,FALSE
228,NA,NA,NA,NA,NA,FALSE
229,NA,NA,NA,NA,NA,FALSE
230,NA,NA,NA,NA,NA,FALSE
231,NA,NA,NA,NA,NA,FALSE
232,NA,NA,NA,NA,NA,FALSE
233,NA,NA,NA,NA,NA,FALSE
234,NA,NA,NA,NA,NA,FALSE
235,NA,NA,NA,NA,NA,FALSE
236,NA,NA,NA,NA,NA,FALSE
237,1,7e-4,NA,FALSE,NA,FALSE
238,NA,NA,NA,NA,NA,FALSE
239,NA,NA,NA,NA,NA,FALSE
240,NA,NA,NA,NA,NA,FALSE
241,NA,NA,NA,NA,NA,FALSE
242,2,2e-4,0.0014,FALSE,FALSE,FALSE
243,NA,NA,NA,NA,NA,FALSE
244,NA,NA,NA,NA,NA,FALSE
245,NA,NA,NA,NA,NA,FALSE
246,NA,NA,NA,NA,NA,FALSE
247,NA,NA,NA,NA,NA,FALSE
248,NA,NA,NA,NA,NA,FALSE
249,NA,NA,NA,NA,NA,FALSE
250,NA,NA,NA,NA,NA,FALSE
251,NA,NA,NA,NA,NA,FALSE
252,NA,NA,NA,NA,NA,FALSE
253,NA,NA,NA,NA,NA,FALSE
254,NA,NA,NA,NA,NA,FALSE
255,NA,NA,NA,NA,NA,FALSE
256,NA,NA,NA,NA,NA,FALSE
257,NA,NA,NA,NA,NA,FALSE
258,NA,NA,NA,NA,NA,FALSE
259,2,1e-4,0.0077,FALSE,FALSE,FALSE
260,NA,NA,NA,NA,NA,FALSE
261,NA,NA,NA,NA,NA,FALSE
262,NA,NA,NA,NA,NA,FALSE
263,1,0.0012,NA,FALSE,NA,FALSE
264,NA,NA,NA,NA,NA,FALSE
265,NA,NA,NA,NA,NA,FALSE
266,NA,NA,NA,NA,NA,FALSE
267,NA,NA,NA,NA,NA,FALSE
268,NA,NA,NA,NA,NA,FALSE
269,NA,NA,NA,NA,NA,FALSE
270,NA,NA,NA,NA,NA,FALSE
271,NA,NA,NA,NA,NA,FALSE
272,NA,NA,NA,NA,NA,FALSE
273,NA,NA,NA,NA,NA,FALSE
274,NA,NA,NA,NA,NA,FALSE
275,NA,NA,NA,NA,NA,FALSE
276,NA,NA,NA,NA,NA,FALSE
277,NA,NA,NA,NA,NA,FALSE
278,NA,NA,NA,NA,NA,FALSE
279,NA,NA,NA,NA,NA,FALSE
280,NA,NA,NA,NA,NA,FALSE
281,NA,NA,NA,NA,NA,FALSE
282,NA,NA,NA,NA,NA,FALSE
283,NA,NA,NA,NA,NA,FALSE
284,NA,NA,NA,NA,NA,FALSE
285,NA,NA,NA,NA,NA,FALSE
286,NA,NA,NA,NA,NA,FALSE
287,NA,NA,NA,NA,NA,FALSE
288,1,0.0055,NA,FALSE,NA,TRUE
289,2,0,1e-4,FALSE,FALSE,FALSE
290,NA,NA,NA,NA,NA,FALSE
291,NA,NA,NA,NA,NA,FALSE
292,NA,NA,NA,NA,NA,FALSE
293,NA,NA,NA,NA,NA,FALSE
294,NA,NA,NA,NA,NA,FALSE
295,NA,NA,NA,NA,NA,FALSE
296,2,0,1e-4,FALSE,FALSE,FALSE
297,NA,NA,NA,NA,NA,FALSE
298,NA,NA,NA,NA,NA,FALSE
299,NA,NA,NA,NA,NA,FALSE
300,NA,NA,NA,NA,NA,FALSE
301,NA,NA,NA,NA,NA,FALSE
302,NA,NA,NA,NA,NA,FALSE
303,NA,NA,NA,NA,NA,FALSE
304,NA,NA,NA,NA,NA,FALSE
305,NA,NA,NA,NA,NA,FALSE
306,2,0,1e-4,FALSE,FALSE,FALSE
307,NA,NA,NA,NA,NA,FALSE
308,NA,NA,NA,NA,NA,FALSE
309,NA,NA,NA,NA,NA,FALSE
310,NA,NA,NA,NA,NA,FALSE
311,NA,NA,NA,NA,NA,FALSE
312,NA,NA,NA,NA,NA,FALSE
313,NA,NA,NA,NA,NA,FALSE
314,NA,NA,NA,NA,NA,FALSE
315,NA,NA,NA,NA,NA,FALSE
316,NA,NA,NA,NA,NA,FALSE
317,NA,NA,NA,NA,NA,FALSE
318,NA,NA,NA,NA,NA,FALSE
319,NA,NA,NA,NA,NA,FALSE
320,2,0,0,FALSE,FALSE,FALSE
321,NA,NA,NA,NA,NA,FALSE
322,NA,NA,NA,NA,NA,FALSE
323,NA,NA,NA,NA,NA,FALSE
324,NA,NA,NA,NA,NA,FALSE
325,NA,NA,NA,NA,NA,FALSE
326,NA,NA,NA,NA,NA,FALSE
327,NA,NA,NA,NA,NA,FALSE
328,NA,NA,NA,NA,NA,FALSE
329,NA,NA,NA,NA,NA,FALSE
330,NA,NA,NA,NA,NA,FALSE
331,NA,NA,NA,NA,NA,FALSE
332,NA,NA,NA,NA,NA,FALSE
333,NA,NA,NA,NA,NA,FALSE
334,NA,NA,NA,NA,NA,FALSE
335,NA,NA,NA,NA,NA,FALSE
336,NA,NA,NA,NA,NA,FALSE
337,NA,NA,NA,NA,NA,FALSE
338,NA,NA,NA,NA,NA,FALSE
339,NA,NA,NA,NA,NA,FALSE
340,NA,NA,NA,NA,NA,FALSE
341,NA,NA,NA,NA,NA,FALSE
342,NA,NA,NA,NA,NA,FALSE
343,NA,NA,NA,NA,NA,FALSE
344,NA,NA,NA,NA,NA,FALSE
345,NA,NA,NA,NA,NA,FALSE
346,NA,NA,NA,NA,NA,FALSE
347,NA,NA,NA,NA,NA,FALSE
348,NA,NA,NA,NA,NA,FALSE
349,NA,NA,NA,NA,NA,FALSE
350,NA,NA,NA,NA,NA,FALSE
351,NA,NA,NA,NA,NA,FALSE
352,NA,NA,NA,NA,NA,FALSE
353,NA,NA,NA,NA,NA,FALSE
354,2,1e-4,0.0084,FALSE,FALSE,FALSE
355,NA,NA,NA,NA,NA,FALSE
356,NA,NA,NA,NA,NA,FALSE
357,NA,NA,NA,NA,NA,FALSE
358,NA,NA,NA,NA,NA,FALSE
359,NA,NA,NA,NA,NA,FALSE
360,NA,NA,NA,NA,NA,FALSE
361,NA,NA,NA,NA,NA,FALSE
362,NA,NA,NA,NA,NA,FALSE
363,NA,NA,NA,NA,NA,FALSE
364,NA,NA,NA,NA,NA,FALSE
365,NA,NA,NA,NA,NA,FALSE
366,NA,NA,NA,NA,NA,FALSE
367,NA,NA,NA,NA,NA,FALSE
368,2,2e-4,5e-4,FALSE,FALSE,FALSE
369,NA,NA,NA,NA,NA,FALSE
370,NA,NA,NA,NA,NA,FALSE
371,NA,NA,NA,NA,NA,FALSE
372,2,5e-4,0,FALSE,FALSE,FALSE
373,NA,NA,NA,NA,NA,FALSE
374,NA,NA,NA,NA,NA,FALSE
375,NA,NA,NA,NA,NA,FALSE
376,2,1e-4,5e-4,FALSE,FALSE,FALSE
377,NA,NA,NA,NA,NA,FALSE
378,NA,NA,NA,NA,NA,FALSE
379,NA,NA,NA,NA,NA,FALSE
380,2,0,0.0024,FALSE,FALSE,FALSE
381,NA,NA,NA,NA,NA,FALSE
382,NA,NA,NA,NA,NA,FALSE
383,NA,NA,NA,NA,NA,FALSE
384,NA,NA,NA,NA,NA,FALSE
385,NA,NA,NA,NA,NA,FALSE
386,NA,NA,NA,NA,NA,FALSE
387,NA,NA,NA,NA,NA,FALSE
388,NA,NA,NA,NA,NA,FALSE
389,NA,NA,NA,NA,NA,FALSE
390,NA,NA,NA,NA,NA,FALSE
391,NA,NA,NA,NA,NA,FALSE
392,NA,NA,NA,NA,NA,FALSE
393,NA,NA,NA,NA,NA,FALSE
394,NA,NA,NA,NA,NA,FALSE
395,NA,NA,NA,NA,NA,FALSE
396,NA,NA,NA,NA,NA,FALSE
397,NA,NA,NA,NA,NA,FALSE
398,NA,NA,NA,NA,NA,FALSE
399,NA,NA,NA,NA,NA,FALSE
400,NA,NA,NA,NA,NA,FALSE
401,NA,NA,NA,NA,NA,FALSE
402,NA,NA,NA,NA,NA,FALSE
403,NA,NA,NA,NA,NA,FALSE
404,NA,NA,NA,NA,NA,FALSE
405,NA,NA,NA,NA,NA,FALSE
406,NA,NA,NA,NA,NA,FALSE
407,NA,NA,NA,NA,NA,FALSE
408,NA,NA,NA,NA,NA,FALSE
409,NA,NA,NA,NA,NA,FALSE
410,NA,NA,NA,NA,NA,FALSE
411,NA,NA,NA,NA,NA,FALSE
412,NA,NA,NA,NA,NA,FALSE
413,NA,NA,NA,NA,NA,FALSE
414,NA,NA,NA,NA,NA,FALSE
415,NA,NA,NA,NA,NA,FALSE
416,NA,NA,NA,NA,NA,FALSE
417,NA,NA,NA,NA,NA,FALSE
418,NA,NA,NA,NA,NA,FALSE
419,NA,NA,NA,NA,NA,FALSE
420,NA,NA,NA,NA,NA,FALSE
421,NA,NA,NA,NA,NA,FALSE
422,NA,NA,NA,NA,NA,FALSE
423,NA,NA,NA,NA,NA,FALSE
424,NA,NA,NA,NA,NA,FALSE
425,2,2e-4,0.002,FALSE,FALSE,FALSE
426,NA,NA,NA,NA,NA,FALSE
427,NA,NA,NA,NA,NA,FALSE
428,NA,NA,NA,NA,NA,FALSE
429,1,1e-4,NA,FALSE,NA,FALSE
430,NA,NA,NA,NA,NA,FALSE
431,NA,NA,NA,NA,NA,FALSE
432,2,0,2e-4,FALSE,FALSE,FALSE
433,NA,NA,NA,NA,NA,FALSE
434,NA,NA,NA,NA,NA,FALSE
435,NA,NA,NA,NA,NA,FALSE
436,NA,NA,NA,NA,NA,FALSE
437,NA,NA,NA,NA,NA,FALSE
438,2,0,0.0044,FALSE,FALSE,FALSE
439,NA,NA,NA,NA,NA,FALSE
440,NA,NA,NA,NA,NA,FALSE
441,NA,NA,NA,NA,NA,FALSE
442,NA,NA,NA,NA,NA,FALSE
443,NA,NA,NA,NA,NA,FALSE
444,NA,NA,NA,NA,NA,FALSE
445,NA,NA,NA,NA,NA,FALSE
446,NA,NA,NA,NA,NA,FALSE
447,NA,NA,NA,NA,NA,FALSE
448,NA,NA,NA,NA,NA,FALSE
449,NA,NA,NA,NA,NA,FALSE
450,NA,NA,NA,NA,NA,FALSE
451,NA,NA,NA,NA,NA,FALSE
452,NA,NA,NA,NA,NA,FALSE
453,NA,NA,NA,NA,NA,FALSE
454,NA,NA,NA,NA,NA,FALSE
455,NA,NA,NA,NA,NA,FALSE
456,2,0,1e-4,FALSE,FALSE,FALSE
457,NA,NA,NA,NA,NA,FALSE
458,2,5e-4,0,FALSE,FALSE,FALSE
459,NA,NA,NA,NA,NA,FALSE
460,2,0,1e-4,FALSE,FALSE,FALSE
461,NA,NA,NA,NA,NA,FALSE
462,NA,NA,NA,NA,NA,FALSE
463,NA,NA,NA,NA,NA,FALSE
464,NA,NA,NA,NA,NA,FALSE
465,NA,NA,NA,NA,NA,FALSE
466,2,0,0.0044,FALSE,FALSE,FALSE
467,NA,NA,NA,NA,NA,FALSE
468,NA,NA,NA,NA,NA,FALSE
469,NA,NA,NA,NA,NA,FALSE
470,NA,NA,NA,NA,NA,FALSE
471,NA,NA,NA,NA,NA,FALSE
472,2,0,0.0088,FALSE,FALSE,FALSE
473,NA,NA,NA,NA,NA,FALSE
474,NA,NA,NA,NA,NA,FALSE
475,NA,NA,NA,NA,NA,FALSE
476,NA,NA,NA,NA,NA,FALSE
477,NA,NA,NA,NA,NA,FALSE
478,NA,NA,NA,NA,NA,FALSE
479,NA,NA,NA,NA,NA,FALSE
480,NA,NA,NA,NA,NA,FALSE
481,NA,NA,NA,NA,NA,FALSE
482,NA,NA,NA,NA,NA,FALSE
483,NA,NA,NA,NA,NA,FALSE
484,NA,NA,NA,NA,NA,FALSE
485,NA,NA,NA,NA,NA,FALSE
486,NA,NA,NA,NA,NA,FALSE
487,NA,NA,NA,NA,NA,FALSE
488,NA,NA,NA,NA,NA,FALSE
489,NA,NA,NA,NA,NA,FALSE
490,NA,NA,NA,NA,NA,FALSE
491,NA,NA,NA,NA,NA,FALSE
492,NA,NA,NA,NA,NA,FALSE
493,NA,NA,NA,NA,NA,FALSE
494,NA,NA,NA,NA,NA,FALSE
495,NA,NA,NA,NA,NA,FALSE
496,NA,NA,NA,NA,NA,FALSE
497,NA,NA,NA,NA,NA,FALSE
498,NA,NA,NA,NA,NA,FALSE
499,NA,NA,NA,NA,NA,FALSE
500,NA,NA,NA,NA,NA,FALSE
501,1,1e-4,NA,FALSE,NA,FALSE
502,NA,NA,NA,NA,NA,FALSE
503,NA,NA,NA,NA,NA,FALSE
504,NA,NA,NA,NA,NA,FALSE
505,NA,NA,NA,NA,NA,FALSE
506,NA,NA,NA,NA,NA,FALSE
507,NA,NA,NA,NA,NA,FALSE
508,NA,NA,NA,NA,NA,FALSE
509,NA,NA,NA,NA,NA,FALSE
510,2,0,0.0011,FALSE,FALSE,FALSE
511,NA,NA,NA,NA,NA,FALSE
512,NA,NA,NA,NA,NA,FALSE
513,NA,NA,NA,NA,NA,FALSE
514,NA,NA,NA,NA,NA,FALSE
515,NA,NA,NA,NA,NA,FALSE
516,NA,NA,NA,NA,NA,FALSE
517,NA,NA,NA,NA,NA,FALSE
518,NA,NA,NA,NA,NA,FALSE
519,NA,NA,NA,NA,NA,FALSE
520,NA,NA,NA,NA,NA,FALSE
521,NA,NA,NA,NA,NA,FALSE
522,NA,NA,NA,NA,NA,FALSE
523,NA,NA,NA,NA,NA,FALSE
524,NA,NA,NA,NA,NA,FALSE
525,NA,NA,NA,NA,NA,FALSE
526,2,0,0,FALSE,FALSE,FALSE
527,NA,NA,NA,NA,NA,FALSE
528,NA,NA,NA,NA,NA,FALSE
529,NA,NA,NA,NA,NA,FALSE
530,NA,NA,NA,NA,NA,FALSE
531,NA,NA,NA,NA,NA,FALSE
532,NA,NA,NA,NA,NA,FALSE
533,NA,NA,NA,NA,NA,FALSE
534,NA,NA,NA,NA,NA,FALSE
535,NA,NA,NA,NA,NA,FALSE
536,NA,NA,NA,NA,NA,FALSE
537,NA,NA,NA,NA,NA,FALSE
538,NA,NA,NA,NA,NA,FALSE
539,NA,NA,NA,NA,NA,FALSE
540,NA,NA,NA,NA,NA,FALSE
541,NA,NA,NA,NA,NA,FALSE
542,NA,NA,NA,NA,NA,FALSE
543,NA,NA,NA,NA,NA,FALSE
544,NA,NA,NA,NA,NA,FALSE
545,NA,NA,NA,NA,NA,FALSE
546,NA,NA,NA,NA,NA,FALSE
547,NA,NA,NA,NA,NA,FALSE
548,2,0,6e-4,FALSE,FALSE,FALSE
549,NA,NA,NA,NA,NA,FALSE
550,NA,NA,NA,NA,NA,FALSE
551,NA,NA,NA,NA,NA,FALSE
552,NA,NA,NA,NA,NA,FALSE
